,data_fine,data_inizio,index,livello,regione,zona
14,2021-03-01 00:00:00.000000,2021-02-05 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-06 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-07 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-08 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-09 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-10 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-11 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-12 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-13 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-14 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-15 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-16 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-17 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-18 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-19 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-20 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-21 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-22 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-23 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-24 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-25 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-26 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-27 00:00:00.000000,126.0,regionale,Piemonte,gialla
14,2021-03-01 00:00:00.000000,2021-02-28 00:00:00.000000,126.0,regionale,Piemonte,gialla
15,2021-03-15 00:00:00.000000,2021-03-01 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-02 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-03 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-04 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-05 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-06 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-07 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-08 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-09 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-10 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-11 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-12 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-13 00:00:00.000000,154.0,regionale,Piemonte,arancione
15,2021-03-15 00:00:00.000000,2021-03-14 00:00:00.000000,154.0,regionale,Piemonte,arancione
16,2021-03-30 00:00:00.000000,2021-03-15 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-16 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-17 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-18 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-19 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-20 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-21 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-22 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-23 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-24 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-25 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-26 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-27 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-28 00:00:00.000000,165.0,regionale,Piemonte,rossa
16,2021-03-30 00:00:00.000000,2021-03-29 00:00:00.000000,165.0,regionale,Piemonte,rossa
17,2021-04-06 00:00:00.000000,2021-03-30 00:00:00.000000,188.0,regionale,Piemonte,rossa
17,2021-04-06 00:00:00.000000,2021-03-31 00:00:00.000000,188.0,regionale,Piemonte,rossa
17,2021-04-06 00:00:00.000000,2021-04-01 00:00:00.000000,188.0,regionale,Piemonte,rossa
17,2021-04-06 00:00:00.000000,2021-04-02 00:00:00.000000,188.0,regionale,Piemonte,rossa
17,2021-04-06 00:00:00.000000,2021-04-03 00:00:00.000000,188.0,regionale,Piemonte,rossa
17,2021-04-06 00:00:00.000000,2021-04-04 00:00:00.000000,188.0,regionale,Piemonte,rossa
17,2021-04-06 00:00:00.000000,2021-04-05 00:00:00.000000,188.0,regionale,Piemonte,rossa
17,2021-04-06 00:00:00.000000,2021-04-06 00:00:00.000000,188.0,regionale,Piemonte,rossa
0,2020-11-24 00:00:00.000000,2020-11-10 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-11 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-12 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-13 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-14 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-15 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-16 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-17 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-18 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-19 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-20 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-21 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-22 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
0,2020-11-24 00:00:00.000000,2020-11-23 00:00:00.000000,19.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-11-24 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-11-25 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-11-26 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-11-27 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-11-28 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-11-29 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-11-30 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-12-01 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-12-02 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-12-03 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-12-04 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
1,2020-12-06 00:00:00.000000,2020-12-05 00:00:00.000000,33.0,provinciale,Provincia autonoma Bolzano,rossa
2,2020-12-24 00:00:00.000000,2020-12-06 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-07 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-08 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-09 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-10 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-11 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-12 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-13 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-14 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-15 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-16 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-17 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-18 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-19 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-20 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-21 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-22 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
2,2020-12-24 00:00:00.000000,2020-12-23 00:00:00.000000,50.0,provinciale,Provincia autonoma Bolzano,arancione
3,2020-12-28 00:00:00.000000,2020-12-24 00:00:00.000000,67.0,nazionale,Provincia autonoma Bolzano,rossa
3,2020-12-28 00:00:00.000000,2020-12-25 00:00:00.000000,67.0,nazionale,Provincia autonoma Bolzano,rossa
3,2020-12-28 00:00:00.000000,2020-12-26 00:00:00.000000,67.0,nazionale,Provincia autonoma Bolzano,rossa
3,2020-12-28 00:00:00.000000,2020-12-27 00:00:00.000000,67.0,nazionale,Provincia autonoma Bolzano,rossa
4,2020-12-31 00:00:00.000000,2020-12-28 00:00:00.000000,70.0,nazionale,Provincia autonoma Bolzano,arancione
4,2020-12-31 00:00:00.000000,2020-12-29 00:00:00.000000,70.0,nazionale,Provincia autonoma Bolzano,arancione
4,2020-12-31 00:00:00.000000,2020-12-30 00:00:00.000000,70.0,nazionale,Provincia autonoma Bolzano,arancione
5,2021-01-04 00:00:00.000000,2020-12-31 00:00:00.000000,68.0,nazionale,Provincia autonoma Bolzano,rossa
5,2021-01-04 00:00:00.000000,2021-01-01 00:00:00.000000,68.0,nazionale,Provincia autonoma Bolzano,rossa
5,2021-01-04 00:00:00.000000,2021-01-02 00:00:00.000000,68.0,nazionale,Provincia autonoma Bolzano,rossa
5,2021-01-04 00:00:00.000000,2021-01-03 00:00:00.000000,68.0,nazionale,Provincia autonoma Bolzano,rossa
6,2021-01-05 00:00:00.000000,2021-01-04 00:00:00.000000,71.0,nazionale,Provincia autonoma Bolzano,arancione
7,2021-01-07 00:00:00.000000,2021-01-05 00:00:00.000000,69.0,nazionale,Provincia autonoma Bolzano,rossa
7,2021-01-07 00:00:00.000000,2021-01-06 00:00:00.000000,69.0,nazionale,Provincia autonoma Bolzano,rossa
8,2021-01-09 00:00:00.000000,2021-01-07 00:00:00.000000,72.0,nazionale,Provincia autonoma Bolzano,gialla
8,2021-01-09 00:00:00.000000,2021-01-08 00:00:00.000000,72.0,nazionale,Provincia autonoma Bolzano,gialla
9,2021-01-10 00:00:00.000000,2021-01-09 00:00:00.000000,73.0,nazionale,Provincia autonoma Bolzano,arancione
10,2021-01-17 00:00:00.000000,2021-01-10 00:00:00.000000,87.0,provinciale,Provincia autonoma Bolzano,gialla
10,2021-01-17 00:00:00.000000,2021-01-11 00:00:00.000000,87.0,provinciale,Provincia autonoma Bolzano,gialla
10,2021-01-17 00:00:00.000000,2021-01-12 00:00:00.000000,87.0,provinciale,Provincia autonoma Bolzano,gialla
10,2021-01-17 00:00:00.000000,2021-01-13 00:00:00.000000,87.0,provinciale,Provincia autonoma Bolzano,gialla
10,2021-01-17 00:00:00.000000,2021-01-14 00:00:00.000000,87.0,provinciale,Provincia autonoma Bolzano,gialla
10,2021-01-17 00:00:00.000000,2021-01-15 00:00:00.000000,87.0,provinciale,Provincia autonoma Bolzano,gialla
10,2021-01-17 00:00:00.000000,2021-01-16 00:00:00.000000,87.0,provinciale,Provincia autonoma Bolzano,gialla
11,2021-02-01 00:00:00.000000,2021-01-17 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-18 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-19 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-20 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-21 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-22 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-23 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-24 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-25 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-26 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-27 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-28 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-29 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-30 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
11,2021-02-01 00:00:00.000000,2021-01-31 00:00:00.000000,95.0,provinciale,Provincia autonoma Bolzano,rossa
12,2021-02-15 00:00:00.000000,2021-02-01 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-02 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-03 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-04 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-05 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-06 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-07 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-08 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-09 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-10 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-11 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-12 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-13 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
12,2021-02-15 00:00:00.000000,2021-02-14 00:00:00.000000,132.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-15 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-16 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-17 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-18 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-19 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-20 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-21 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-22 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-23 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-24 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-25 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-26 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-27 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
13,2021-03-01 00:00:00.000000,2021-02-28 00:00:00.000000,142.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-01 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-02 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-03 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-04 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-05 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-06 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-07 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-08 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-09 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-10 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-11 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-12 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-13 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-14 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-15 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-16 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-17 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-18 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-19 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-20 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-21 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-22 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-23 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-24 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-25 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-26 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-27 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-28 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
14,2021-03-29 00:00:00.000000,2021-03-29 00:00:00.000000,151.0,provinciale,Provincia autonoma Bolzano,arancione
0,2020-12-24 00:00:00.000000,2020-11-06 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-07 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-08 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-09 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-10 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-11 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-12 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-13 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-14 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-15 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-16 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-17 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-18 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-19 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-20 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-21 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-22 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-23 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-24 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-25 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-26 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-27 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-28 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-29 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-11-30 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-01 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-02 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-03 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-04 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-05 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-06 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-07 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-08 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-09 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-10 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-11 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-12 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
0,2020-12-24 00:00:00.000000,2020-12-13 00:00:00.000000,20.0,provinciale,Provincia autonoma Trento,gialla
